cod_produto,cod_categoria,ean,plu,nome_produto,setor_gerenciado,setor_produto,sub_categoria,segmento,sub_segmento,fabricante,fabricante_varejista,marca,marca_verejista,marca_res,marca_detalhada,atributo,embalagem,unid_medida,tamanho_unidade,tamanho_total,tamanho_range,se_oferta,qtd_itens,dcr_oferta,desc_a,desc_b,desc_c,desc_d,desc_e,desc_f,desc_g,desc_h
7898466602776,3,7898466602776,,BELKIT LIQUIDO AGUA MICELAR 10 EM 1 VITAMINA C 250 ML x 1,GERENCIADO,FACE CARE MASSIVO,LIMPEZA PELE,MICELAR,LIQUIDO,BELKIT,DEMAIS FAB,BELKIT,DEMAIS MARCAS,CONCORRENTES,-,-,KIT,ML,250.0,250.0,201 ACIMA,PROMO,1,KIT,IQVIA SKU,201 ACIMA,,,,,,
7898466603285,3,7898466603285,,PHALLEBEAUTY CREME ESFOLIANTE FACIAL CRISTAIS DE QUARTZO 50 G x 1,GERENCIADO,FACE CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,CREME,PHALLEBEAUTY COSMETIC,DEMAIS FAB,PHALLEBEAUTY,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,G,50.0,50.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
7898466604008,3,7898466604008,,PHALLEBEAUTY SERUM FACIAL NOITE HIALURONICO 30 ML x 1,GERENCIADO,FACE CARE MASSIVO,HIDRATACAO,HIDRATACAO ROSTO,-,PHALLEBEAUTY COSMETIC,DEMAIS FAB,PHALLEBEAUTY,DEMAIS MARCAS,CONCORRENTES,-,-,CONTA GOTAS,ML,30.0,30.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
7898466604015,3,7898466604015,,PHALLEBEAUTY LIQUIDO TONICO FACIAL ACIDO HIALURONICO COM ALOE VERA 140 ML x 1,GERENCIADO,FACE CARE MASSIVO,ANTI IDADE,ANTIRRUGAS,-,PHALLEBEAUTY COSMETIC,DEMAIS FAB,PHALLEBEAUTY,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,140.0,140.0,101 A 200,REGULAR,1,REGULAR,IQVIA SKU,101 A 200,,,,,,
7898466604732,3,7898466604732,,ISACARE CREME PARA MAOS 150 G x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,ISACARE,DEMAIS FAB,ISACARE,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,150.0,150.0,101 A 200,REGULAR,1,REGULAR,ITENS IQVIA,101 A 200,,,,,,
7898466604749,3,7898466604749,,ISACARE CREME HIDRATANTE FACIAL 50 G x 1,GERENCIADO,FACE CARE MASSIVO,HIDRATACAO,HIDRATACAO ROSTO,-,ISACARE,DEMAIS FAB,ISACARE,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,G,50.0,50.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
7898466604770,3,7898466604770,,ISACARE LIQUIDO AGUA MICELAR 200 ML x 1,GERENCIADO,FACE CARE MASSIVO,LIMPEZA PELE,MICELAR,LIQUIDO,ISACARE,DEMAIS FAB,ISACARE,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,200.0,200.0,101 A 200,REGULAR,1,REGULAR,IQVIA SKU,101 A 200,,,,,,
7898466604794,3,7898466604794,,ISACARE SABONETE LIQUIDO MICELAR 100 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,ISACARE,DEMAIS FAB,ISACARE,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,100.0,100.0,81 A 100,REGULAR,1,REGULAR,ITENS IQVIA,81 A 100,,,,,,
7898466604817,3,7898466604817,,ISACARE LOCAO HIDRATANTE CORPORAL TANGERINA 475 ML x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,LOCAO,ISACARE,DEMAIS FAB,ISACARE,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,475.0,475.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898466604824,3,7898466604824,,ISACARE LOCAO CORPORAL PIMENTA NEGRA 475 ML x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,LOCAO,ISACARE,DEMAIS FAB,ISACARE,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,475.0,475.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898466604831,3,7898466604831,,ISACARE LOCAO CORPORAL DETOX 475 ML x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,LOCAO,ISACARE,DEMAIS FAB,ISACARE,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,475.0,475.0,201 ACIMA,PROMO,1,KIT,ITENS IQVIA,201 ACIMA,,,,,,
7898466604848,3,7898466604848,,ISACARE LOCAO CORPORAL FRUTAS VERMELHAS 475 ML x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,LOCAO,ISACARE,DEMAIS FAB,ISACARE,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,475.0,475.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898466604862,3,7898466604862,,ISACARE LOCAO HIDRATANTE CORPORAL ALGODAO 475 ML x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,LOCAO,ISACARE,DEMAIS FAB,ISACARE,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,475.0,475.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898466605548,3,7898466605548,,PHALLEBEAUTY CREME LIP BALM MENTA 15 G x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,PHALLEBEAUTY COSMETIC,DEMAIS FAB,PHALLEBEAUTY,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,15.0,15.0,ATE 50,REGULAR,1,REGULAR,ITENS IQVIA,ATE 50,,,,,,
7898466605555,3,7898466605555,,PHALLEBEAUTY CREME LIP BALM UVA 15 G x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,PHALLEBEAUTY COSMETIC,DEMAIS FAB,PHALLEBEAUTY,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,15.0,15.0,ATE 50,REGULAR,1,REGULAR,ITENS IQVIA,ATE 50,,,,,,
7898466605562,3,7898466605562,,PHALLEBEAUTY CREME LIP BALM TUTTI-FRUTTI 15 G x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,PHALLEBEAUTY COSMETIC,DEMAIS FAB,PHALLEBEAUTY,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,15.0,15.0,ATE 50,REGULAR,1,REGULAR,ITENS IQVIA,ATE 50,,,,,,
7898466605579,3,7898466605579,,PHALLEBEAUTY CREME LIP BALM MORANGO 15 G x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,PHALLEBEAUTY COSMETIC,DEMAIS FAB,PHALLEBEAUTY,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,G,15.0,15.0,ATE 50,REGULAR,1,REGULAR,ITENS ABRAFARMA,ATE 50,,,,,,
7898466605630,3,7898466605630,,PHALLEBEAUTY LIQUIDO AGUA MICELAR 100 ML x 1,GERENCIADO,FACE CARE MASSIVO,LIMPEZA PELE,MICELAR,LIQUIDO,PHALLEBEAUTY COSMETIC,DEMAIS FAB,PHALLEBEAUTY,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,100.0,100.0,81 A 100,REGULAR,1,REGULAR,IQVIA SKU,81 A 100,,,,,,
7898466605715,3,7898466605715,,PHALLEBEAUTY CREME FACIAL PELES SECAS E SENSIVEIS 50 G x 1,GERENCIADO,FACE CARE MASSIVO,HIDRATACAO,HIDRATACAO ROSTO,-,PHALLEBEAUTY COSMETIC,DEMAIS FAB,PHALLEBEAUTY,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,G,50.0,50.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
7898466605739,3,7898466605739,,PHALLEBEAUTY SPRAY AGUA TERMAL REMINERALIZANTE 190 ML x 1,GERENCIADO,FACE CARE MASSIVO,HIDRATACAO,HIDRATACAO ROSTO,-,PHALLEBEAUTY COSMETIC,DEMAIS FAB,PHALLEBEAUTY,DEMAIS MARCAS,CONCORRENTES,-,-,SPRAY,ML,190.0,190.0,101 A 200,REGULAR,1,REGULAR,IQVIA SKU,101 A 200,,,,,,
7898466605753,3,7898466605753,,PHALLEBEAUTY CREME HIDRATANTE PARA MAOS 50 G x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,PHALLEBEAUTY COSMETIC,DEMAIS FAB,PHALLEBEAUTY,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,50.0,50.0,ATE 50,REGULAR,1,REGULAR,ITENS IQVIA,ATE 50,,,,,,
7898466605845,3,7898466605845,,PHALLEBEAUTY LIQUIDO AGUA MICELAR COM CARVAO ATIVO 250 ML x 1,GERENCIADO,FACE CARE MASSIVO,LIMPEZA PELE,MICELAR,LIQUIDO,PHALLEBEAUTY COSMETIC,DEMAIS FAB,PHALLEBEAUTY,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,250.0,250.0,201 ACIMA,REGULAR,1,REGULAR,IQVIA SKU,201 ACIMA,,,,,,
7898466605920,3,7898466605920,,NATUZA LIQUIDO AGUA MICELAR 120 ML x 1,GERENCIADO,FACE CARE MASSIVO,LIMPEZA PELE,MICELAR,LIQUIDO,NATUZA,DEMAIS FAB,NATUZA,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,120.0,120.0,101 A 200,REGULAR,1,REGULAR,IQVIA SKU,101 A 200,,,,,,
7898466605975,3,7898466605975,,BELKIT SABONETE LIQUIDO MICELAR MAKE ON OFF 100 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,BELKIT,DEMAIS FAB,BELKIT,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,100.0,100.0,81 A 100,REGULAR,1,REGULAR,ITENS IQVIA,81 A 100,,,,,,
7898466605982,3,7898466605982,,PHALLEBEAUTY MASCARA FACIAL VITAMINA C 50 G x 1,GERENCIADO,FACE CARE MASSIVO,MASCARA,CREME,-,PHALLEBEAUTY COSMETIC,DEMAIS FAB,PHALLEBEAUTY,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,G,50.0,50.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
7898466605999,3,7898466605999,,PHALLEBEAUTY MASCARA FACIAL PEEL OFF PEPINO 50 G x 1,GERENCIADO,FACE CARE MASSIVO,MASCARA,CREME,-,PHALLEBEAUTY COSMETIC,DEMAIS FAB,PHALLEBEAUTY,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,G,50.0,50.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
7898466606002,3,7898466606002,,PHALLEBEAUTY MASCARA FACIAL GOLD 50 G x 1,GERENCIADO,FACE CARE MASSIVO,MASCARA,CREME,-,PHALLEBEAUTY COSMETIC,DEMAIS FAB,PHALLEBEAUTY,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,G,50.0,50.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
7898466606019,3,7898466606019,,PHALLEBEAUTY MASCARA FACIAL PEEL OFF CARVAO ATIVADO 50 G x 1,GERENCIADO,FACE CARE MASSIVO,MASCARA,CREME,-,PHALLEBEAUTY COSMETIC,DEMAIS FAB,PHALLEBEAUTY,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,G,50.0,50.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
7898466606088,3,7898466606088,,BELKIT SKIN CARE ESPUMA DE LIMPEZA FACIAL 150 ML x 1,GERENCIADO,FACE CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,MOUSSE,BELKIT,DEMAIS FAB,BELKIT,DEMAIS MARCAS,CONCORRENTES,-,-,KIT,ML,150.0,150.0,101 A 200,PROMO,1,KIT,IQVIA SKU,101 A 200,,,,,,
7898466606095,3,7898466606095,,PHALLEBEAUTY SABONETE LIQUIDO FACIAL MICELAR MAKE ON.OFF 100 ML x 1,GERENCIADO,FACE CARE MASSIVO,LIMPEZA PELE,MICELAR,LIQUIDO,PHALLEBEAUTY COSMETIC,DEMAIS FAB,PHALLEBEAUTY,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,ML,100.0,100.0,81 A 100,REGULAR,1,REGULAR,IQVIA SKU,81 A 100,,,,,,
7898466606101,3,7898466606101,,PHALLEBEAUTY MOUSSE MICELAR LIMPEZA FACIAL 150 ML x 1,GERENCIADO,FACE CARE MASSIVO,LIMPEZA PELE,MICELAR,MOUSSE,PHALLEBEAUTY COSMETIC,DEMAIS FAB,PHALLEBEAUTY,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,150.0,150.0,101 A 200,REGULAR,1,REGULAR,IQVIA SKU,101 A 200,,,,,,
7898466606132,3,7898466606132,,BELKIT SKIN CARE CREME HIDRATANTE OLEO DE ROSA MOSQUETA 150 G x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,BELKIT,DEMAIS FAB,BELKIT,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,150.0,150.0,101 A 200,REGULAR,1,REGULAR,ITENS IQVIA,101 A 200,,,,,,
7898466606170,3,7898466606170,,BELKIT LIQUIDO AGUA MICELAR 10 EM 1 OLEO DE ROSA MOSQUETA 250 ML x 1,GERENCIADO,FACE CARE MASSIVO,LIMPEZA PELE,MICELAR,LIQUIDO,BELKIT,DEMAIS FAB,BELKIT,DEMAIS MARCAS,CONCORRENTES,-,-,KIT,ML,250.0,250.0,201 ACIMA,PROMO,1,KIT,IQVIA SKU,201 ACIMA,,,,,,
7898466606347,3,7898466606347,,PHALLEBEAUTY LIQUIDO AGUA MICELAR PH013 250 ML x 1,GERENCIADO,FACE CARE MASSIVO,LIMPEZA PELE,MICELAR,LIQUIDO,PHALLEBEAUTY COSMETIC,DEMAIS FAB,PHALLEBEAUTY,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,250.0,250.0,201 ACIMA,REGULAR,1,REGULAR,IQVIA SKU,201 ACIMA,,,,,,
7898466607672,3,7898466607672,,BELKIT GEL DE MASSAGEM NEGRO FISIOTERAP 150 G x 1,NAO GERENCIADO,BODY CARE DERMATO,OUTROS,OUTROS,GEL,BELKIT,DEMAIS FAB,BELKIT,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,G,150.0,150.0,101 A 200,REGULAR,1,REGULAR,ITENS ABRAFARMA,101 A 200,,,,,,
7898466608303,3,7898466608303,,BELKIT LIQUIDO AGUA MICELAR 10 EM 1 250 ML x 1,GERENCIADO,FACE CARE MASSIVO,LIMPEZA PELE,MICELAR,LIQUIDO,BELKIT,DEMAIS FAB,BELKIT,DEMAIS MARCAS,CONCORRENTES,-,-,KIT,ML,250.0,250.0,201 ACIMA,PROMO,1,KIT,IQVIA SKU,201 ACIMA,,,,,,
7898466609775,3,7898466609775,,APINIL CREME HIDRATANTE DE PES SEBO DE CARNEIRO PARA PES MAOS COTOVELO 200 G x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,APINIL,DEMAIS FAB,APINIL,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,200.0,200.0,101 A 200,REGULAR,1,REGULAR,ITENS IQVIA,101 A 200,,,,,,
7898466650340,3,7898466650340,,SAMPLUS CREME ESFOLIANTE PES 240 G x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,CREME,SAMPLUS,DEMAIS FAB,SAMPLUS,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,240.0,240.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898466650357,3,7898466650357,,SAMPLUS SABONETE LIQUIDO ERVA DOCE 1.9 L x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,SAMPLUS,DEMAIS FAB,SAMPLUS,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,G,1900.0,1900.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898466650388,3,7898466650388,,SAMPLUS SABONETE LIQUIDO PESSEGO 1.9 L x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,SAMPLUS,DEMAIS FAB,SAMPLUS,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,G,1900.0,1900.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898466650395,3,7898466650395,,SAMPLUS SABONETE LIQUIDO MARACUJA 1.9 L x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,SAMPLUS,DEMAIS FAB,SAMPLUS,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,G,1900.0,1900.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898466650432,3,7898466650432,,SAMPLUS CREME HIDRATANTE MAOS E CORPO ALGODAO 1 L x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,SAMPLUS,DEMAIS FAB,SAMPLUS,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,1000.0,1000.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898466650456,3,7898466650456,,SAMPLUS CREME ESFOLIANTE CORPORAL SEMENTES DE UVA 1 L x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,CREME,SAMPLUS,DEMAIS FAB,SAMPLUS,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,1000.0,1000.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898466650692,3,7898466650692,,SAMPLUS CREME AMOLECEDOR DE CUTICULAS CRAVO 100 G x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,SAMPLUS,DEMAIS FAB,SAMPLUS,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,100.0,100.0,81 A 100,REGULAR,1,REGULAR,ITENS IQVIA,81 A 100,,,,,,
7898466650746,3,7898466650746,,SAMPLUS CREME AMOLECEDOR DE CUTICULAS ALGODAO 100 G x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,SAMPLUS,DEMAIS FAB,SAMPLUS,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,100.0,100.0,81 A 100,REGULAR,1,REGULAR,ITENS IQVIA,81 A 100,,,,,,
7898466650760,3,7898466650760,,SAMPLUS CREME HIDRATANTE ARGAN 1 L x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,SAMPLUS,DEMAIS FAB,SAMPLUS,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,1000.0,1000.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898466650777,3,7898466650777,,SAMPLUS SABONETE LIQUIDO ERVA DOCE 1 L x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,SAMPLUS,DEMAIS FAB,SAMPLUS,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,1000.0,1000.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898466651149,3,7898466651149,,SAMPLUS CREME ESFOLIANTE AMENDOAS 1 L x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,CREME,SAMPLUS,DEMAIS FAB,SAMPLUS,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,1000.0,1000.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898466651330,3,7898466651330,,SAMPLUS CREME AMOLECEDOR DE CUTICULAS ARGAN 100 G x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,SAMPLUS,DEMAIS FAB,SAMPLUS,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,100.0,100.0,81 A 100,REGULAR,1,REGULAR,ITENS IQVIA,81 A 100,,,,,,
7898466651446,3,7898466651446,,SAMPLUS SABONETE LIQUIDO ERVA DOCE 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,SAMPLUS,DEMAIS FAB,SAMPLUS,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898466651453,3,7898466651453,,SAMPLUS SABONETE LIQUIDO PESSEGO 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,SAMPLUS,DEMAIS FAB,SAMPLUS,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898466651460,3,7898466651460,,SAMPLUS SABONETE LIQUIDO NEUTRO 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,SAMPLUS,DEMAIS FAB,SAMPLUS,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898466651477,3,7898466651477,,SAMPLUS SABONETE LIQUIDO FRUTAS VERMELHAS 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,SAMPLUS,DEMAIS FAB,SAMPLUS,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898466651484,3,7898466651484,,SAMPLUS SABONETE LIQUIDO PITANGA 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,SAMPLUS,DEMAIS FAB,SAMPLUS,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898466651491,3,7898466651491,,SAMPLUS SABONETE LIQUIDO LAVANDA 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,SAMPLUS,DEMAIS FAB,SAMPLUS,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898466651507,3,7898466651507,,SAMPLUS SABONETE LIQUIDO NEUTRO 1.9 L x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,SAMPLUS,DEMAIS FAB,SAMPLUS,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,G,1900.0,1900.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898466651514,3,7898466651514,,SAMPLUS SABONETE LIQUIDO LAVANDA 1.9 L x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,SAMPLUS,DEMAIS FAB,SAMPLUS,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,G,1900.0,1900.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898466651644,3,7898466651644,,SAMPLUS CREME ESFOLIANTE CORPORAL JOJOBA ORGANICA 1 L x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,CREME,SAMPLUS,DEMAIS FAB,SAMPLUS,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,1000.0,1000.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898466651712,3,7898466651712,,SAMPLUS CREME ESFOLIANTE PES OLEO JOJOBA 240 G x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,CREME,SAMPLUS,DEMAIS FAB,SAMPLUS,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,240.0,240.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898466651729,3,7898466651729,,SAMPLUS CREME AMOLECEDOR DE CUTICULAS CRAVO 350 G x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,SAMPLUS,DEMAIS FAB,SAMPLUS,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,350.0,350.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898466652337,3,7898466652337,,SAMPLUS SABONETE LIQUIDO ROSA 150 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,SAMPLUS,DEMAIS FAB,SAMPLUS,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,150.0,150.0,101 A 200,REGULAR,1,REGULAR,ITENS IQVIA,101 A 200,,,,,,
7898466652344,3,7898466652344,,SAMPLUS SABONETE LIQUIDO AZUL 150 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,SAMPLUS,DEMAIS FAB,SAMPLUS,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,150.0,150.0,101 A 200,REGULAR,1,REGULAR,ITENS IQVIA,101 A 200,,,,,,
7898468610908,3,7898468610908,,LANURA CREME SEBO DE CARNEIRO PES E MAOS 240 G x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,LANURA,DEMAIS FAB,LANURA,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,240.0,240.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898468614104,3,7898468614104,,LANURA SABONETE GEL GLICERINADO BARBATIMAO AROEIRA 180 G x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,GEL,LANURA,DEMAIS FAB,LANURA,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,180.0,180.0,101 A 200,REGULAR,1,REGULAR,ITENS IQVIA,101 A 200,,,,,,
